fixed acidity,volatile acidity,residual sugar,chlorides,total sulfur dioxide,pH,sulphates,wine type
6.6,0.26,1.5,0.04,114,3.36,0.62,white
6.7,0.27,2.3,0.043,181,3.45,0.63,white
6.6,0.56,10,0.037,157,3.28,0.52,white
6.6,0.56,10,0.037,157,3.28,0.52,white
7.3,0.19,1.6,0.027,136,3.38,0.54,white
6.3,0.2,1.6,0.027,141,3.53,0.56,white
7.1,0.29,16,0.036,201,3.3,0.67,white
7.8,0.32,10.4,0.031,194,3.07,0.58,white
8.1,0.33,7.4,0.037,156,3.19,0.54,white
8.1,0.33,7.4,0.037,156,3.19,0.54,white
7.8,0.32,10.4,0.031,194,3.07,0.58,white
6.6,0.33,16.05,0.045,147,3.08,0.52,white
6.6,0.33,16.05,0.045,147,3.08,0.52,white
8.2,0.26,2.6,0.053,71,2.89,0.49,white
8.3,0.25,2.5,0.053,72,2.89,0.48,white
7,0.26,10.8,0.039,184,3.47,0.58,white
6,0.26,1.2,0.053,124,3.08,0.46,white
7.5,0.28,12.1,0.041,161,2.98,0.44,white
7.5,0.27,11.95,0.04,159,2.98,0.44,white
7,0.28,1.7,0.038,128,3.2,0.62,white
5.2,0.16,0.8,0.029,77,3.25,0.51,white
6.8,0.34,1.4,0.049,118,3.21,0.41,white
7.6,0.25,1.3,0.056,176,3.1,0.51,white
5.6,0.35,6.3,0.022,174,3.54,0.5,white
8.8,0.24,10.3,0.032,97,3.13,0.4,white
6,0.29,15.55,0.043,142,3.11,0.54,white
6.1,0.27,1.5,0.035,83,3.32,0.44,white
7.4,0.56,1.5,0.071,117,3.22,0.53,white
6.8,0.29,1.4,0.142,148,3.08,0.49,white
6.1,0.27,1.5,0.035,83,3.32,0.44,white
6.3,0.27,7.9,0.047,215,3.19,0.48,white
6.6,0.24,13,0.052,143,3.37,0.49,white
6.8,0.32,1,0.049,113,3.24,0.61,white
6.4,0.37,4.85,0.041,216.5,3.1,0.5,white
6.2,0.26,7.1,0.047,201,3.19,0.48,white
6.3,0.27,7.9,0.047,215,3.19,0.48,white
6.4,0.3,7.5,0.05,191,3.17,0.49,white
8,0.28,7.6,0.045,204,3.1,0.55,white
6.7,0.24,10.3,0.079,122,3.02,0.45,white
7.9,0.27,1.7,0.034,122,2.97,0.51,white
7.9,0.27,1.7,0.034,122,2.97,0.51,white
6.1,0.28,19.95,0.074,174,3.19,0.44,white
7.7,0.39,7.7,0.036,110,3.33,0.76,white
6,0.2,5.3,0.075,201,3.21,0.43,white
6.1,0.28,19.95,0.074,174,3.19,0.44,white
7.6,0.31,12.7,0.054,139,3.16,0.5,white
7.6,0.31,12.7,0.054,139,3.16,0.5,white
6.3,0.18,1.5,0.043,155,3.19,0.48,white
8.6,0.23,11.3,0.031,96,3.11,0.4,white
6.8,0.21,18.1,0.046,133,3.27,0.48,white
6.8,0.21,18.1,0.046,133,3.27,0.48,white
6.9,0.26,7,0.039,175,3.32,0.49,white
6.8,0.21,18.1,0.046,133,3.27,0.48,white
6.4,0.31,6.4,0.039,191,3.14,0.52,white
8.6,0.34,1.4,0.045,119,3.17,0.47,white
8.6,0.34,1.4,0.045,119,3.17,0.47,white
8.5,0.3,3.1,0.054,174,3.21,0.43,white
7.4,0.4,14.1,0.053,194,3.2,0.63,white
6.6,0.32,7.7,0.044,212,3.22,0.48,white
7.1,0.34,5.2,0.032,140,3.35,0.47,white
6.6,0.26,11.6,0.045,178,3.33,0.43,white
8,0.27,10.4,0.053,134,3.12,0.68,white
6.2,0.28,7.5,0.045,203,3.26,0.46,white
6.2,0.3,11.2,0.058,215,3.19,0.6,white
5.6,0.175,0.8,0.043,67,3.28,0.48,white
6.9,0.34,1.4,0.032,145,3.07,0.52,white
6.9,0.34,4.7,0.029,148,3.36,0.49,white
7.1,0.12,3.1,0.018,37,3.02,0.52,white
7.1,0.32,4,0.038,170,3.27,0.64,white
7.3,0.51,11.3,0.034,224,3.14,0.56,white
7.1,0.12,3.1,0.018,37,3.02,0.52,white
6.3,0.24,8.1,0.04,216,3.24,0.5,white
7.5,0.41,14.8,0.054,174,3.18,0.49,white
6.5,0.18,1.4,0.029,138,3.36,0.6,white
7.3,0.17,8.1,0.121,162,3.17,0.38,white
8.2,0.2,3.5,0.053,174,3.22,0.41,white
7.5,0.41,14.8,0.054,174,3.18,0.49,white
7.3,0.17,8.1,0.121,162,3.17,0.38,white
6.5,0.18,1.4,0.029,138,3.36,0.6,white
7.3,0.16,1.5,0.036,108,3.27,0.51,white
6.4,0.16,1.5,0.037,109,3.38,0.5,white
6.6,0.42,12.8,0.044,158,3.24,0.47,white
5.8,0.3,1.6,0.036,163,3.38,0.59,white
6.7,0.54,7.1,0.049,178,3.16,0.38,white
6.7,0.54,7.1,0.049,178,3.16,0.38,white
6.4,0.22,11.2,0.046,149,3.21,0.34,white
6.8,0.23,1.7,0.043,95,3.17,0.46,white
9,0.26,6.7,0.029,162,3.08,0.5,white
6.5,0.23,17.3,0.046,110,3.15,0.42,white
5.9,0.28,8.6,0.032,142,3.28,0.44,white
5.9,0.28,8.6,0.032,142,3.28,0.44,white
6.2,0.27,1.5,0.028,111,3.41,0.5,white
9,0.29,12.1,0.03,177,3.13,0.47,white
9,0.26,6.7,0.029,162,3.08,0.5,white
8.9,0.27,10.7,0.029,166,3.13,0.48,white
6.5,0.23,17.3,0.046,110,3.15,0.42,white
6.9,0.32,1.8,0.036,117,3.24,0.48,white
7.2,0.22,1.4,0.041,159,3.25,0.53,white
6.7,0.5,7.5,0.046,175,3.32,0.54,white
6.2,0.33,4.8,0.052,128,3.21,0.48,white
6.3,0.26,7.1,0.045,209,3.2,0.53,white
7.5,0.2,16.9,0.052,188,3.09,0.62,white
6.2,0.33,4.8,0.052,128,3.21,0.48,white
6.3,0.26,7.1,0.045,209,3.2,0.53,white
6.6,0.36,11.3,0.046,110,3.07,0.46,white
6.3,0.13,1.1,0.043,146,3.13,0.72,white
6.4,0.15,1.2,0.043,150,3.14,0.73,white
6.3,0.13,1.1,0.043,146,3.13,0.72,white
7.6,0.23,12.9,0.033,170,3,0.53,white
6.4,0.15,1.2,0.043,150,3.14,0.73,white
6.3,0.13,1.1,0.043,146,3.13,0.72,white
5.7,0.255,1.2,0.079,137,3.2,0.42,white
6.9,0.32,2.3,0.03,103,3.06,0.42,white
6.9,0.28,10,0.052,131,3.08,0.46,white
6.9,0.32,2.3,0.03,103,3.06,0.42,white
5.7,0.255,1.2,0.079,137,3.2,0.42,white
6.6,0.41,1.4,0.037,160,2.95,0.45,white
7.3,0.37,14.9,0.048,240,3.13,0.45,white
6.9,0.21,1.8,0.021,80,3.15,0.46,white
6.6,0.24,1.8,0.028,132,3.34,0.46,white
6.8,0.28,7,0.043,207,3.16,0.49,white
6.6,0.24,8.6,0.034,135,3.33,0.59,white
6.6,0.24,1.8,0.028,132,3.34,0.46,white
7,0.16,1.1,0.032,80,3.23,0.36,white
7,0.14,1.3,0.026,56,3.46,0.45,white
6.3,0.34,4.9,0.035,185,3.15,0.49,white
6.8,0.26,1.9,0.043,154,3.18,0.52,white
6.7,0.17,10.4,0.038,182,3.04,0.44,white
6.5,0.27,10,0.039,227,3.18,0.5,white
6.7,0.25,8.6,0.037,206,3.18,0.5,white
5.8,0.3,1.7,0.014,104,3.4,0.56,white
6.4,0.28,1.7,0.156,106,3.1,0.37,white
7.7,0.3,18.95,0.053,174,3.2,0.5,white
6.8,0.18,12.8,0.062,171,3,0.52,white
6.8,0.18,12.8,0.062,171,3,0.52,white
6.8,0.18,12.8,0.062,171,3,0.52,white
6.8,0.18,12.8,0.062,171,3,0.52,white
6.8,0.18,12.8,0.062,171,3,0.52,white
6.8,0.18,12.8,0.062,171,3,0.52,white
5.1,0.14,0.7,0.039,89,3.22,0.43,white
6.8,0.18,12.8,0.062,171,3,0.52,white
7.2,0.615,1.4,0.068,154,3.2,0.48,white
6.9,0.13,13.3,0.05,132,3.34,0.42,white
6.7,0.34,8.5,0.059,152,3.46,0.64,white
7.3,0.32,1.5,0.038,144,3.2,0.55,white
6.3,0.21,11.7,0.048,147,3.22,0.38,white
5.4,0.5,5,0.028,107,3.48,0.88,white
8.2,0.52,1.2,0.042,167,3.24,0.39,white
7.8,0.28,2.1,0.046,208,3.23,0.64,white
6.4,0.22,1.4,0.023,115,3.18,0.7,white
7.8,0.28,2.1,0.046,208,3.23,0.64,white
6.9,0.32,16,0.034,185,3.34,0.6,white
6.8,0.11,1.1,0.042,132,3.18,0.74,white
6.2,0.26,15.3,0.031,185,3.31,0.61,white
6.4,0.22,1.4,0.023,115,3.18,0.7,white
6.7,0.3,2.8,0.025,107,3.31,0.63,white
6.7,0.3,2.8,0.025,107,3.31,0.63,white
7.1,0.2,0.9,0.019,28,3.2,0.36,white
7.2,0.2,2.5,0.028,157,3.48,0.49,white
8.9,0.26,8.1,0.024,202,3.13,0.46,white
7.5,0.25,8.2,0.024,209,3.12,0.46,white
7.1,0.2,0.9,0.019,28,3.2,0.36,white
6.3,0.27,11.1,0.053,177,3.18,0.67,white
6.5,0.3,7.8,0.038,219,3.19,0.5,white
6.7,0.3,2.8,0.025,107,3.31,0.63,white
6.6,0.36,10.1,0.05,140,3.07,0.4,white
6.15,0.21,3.2,0.021,80,3.39,0.47,white
6.5,0.18,14.2,0.039,129,3.28,0.72,white
6.5,0.18,14.2,0.039,129,3.28,0.72,white
6.5,0.18,14.2,0.039,129,3.28,0.72,white
6.6,0.26,2.9,0.026,126,3.22,0.38,white
6.6,0.35,6,0.063,150,3.1,0.47,white
6.5,0.28,20.4,0.041,144,3.14,0.38,white
6.6,0.36,10.1,0.05,140,3.07,0.4,white
6.6,0.26,2.9,0.026,126,3.22,0.38,white
6.5,0.18,14.2,0.039,129,3.28,0.72,white
6.15,0.21,3.2,0.021,80,3.39,0.47,white
4.5,0.19,0.95,0.033,159,3.34,0.42,white
8,0.24,1.7,0.033,136,3.44,0.51,white
7.8,0.17,1.7,0.029,128,3.37,0.41,white
7,0.24,9,0.03,219,3.47,0.46,white
5.8,0.6,1.3,0.044,197,3.56,0.43,white
5.9,0.445,1.4,0.027,109,3.3,0.36,white
6.7,0.28,2.4,0.012,100,3.26,0.39,white
6.8,0.44,16,0.065,186,3.13,0.45,white
7.2,0.24,11.4,0.034,174,3.2,0.44,white
8.7,0.31,14.35,0.044,191,2.96,0.88,white
8.2,0.32,2.1,0.062,87,3.1,0.47,white
7.2,0.24,11.4,0.034,174,3.2,0.44,white
8.7,0.31,14.35,0.044,191,2.96,0.88,white
7.5,0.13,1.1,0.023,104,3.28,0.53,white
9.2,0.14,1.1,0.034,84,3.05,0.55,white
7.4,0.2,1.2,0.028,89,3.14,0.61,white
6.1,0.15,15.8,0.042,158,3.24,0.37,white
7.6,0.23,5.2,0.066,91,3.17,0.8,white
8.1,0.33,5.2,0.047,151,3.22,0.47,white
7.15,0.17,9.6,0.119,178,3.15,0.44,white
6.7,0.12,5.2,0.048,113,3.33,0.44,white
5.7,0.18,1.2,0.046,71,3.7,0.68,white
5.8,0.15,0.8,0.037,127,3.24,0.51,white
6.6,0.23,14.45,0.057,144,3.33,0.54,white
7.15,0.17,9.6,0.119,178,3.15,0.44,white
7,0.34,6.9,0.066,162,3.11,0.53,white
6.4,0.68,3.4,0.069,146,3.18,0.4,white
7.3,0.22,2.3,0.018,80,3.06,0.34,white
6.4,0.28,11,0.042,148,3.14,0.46,white
6.9,0.4,5.95,0.081,303,3.4,0.57,white
6.8,0.19,5.1,0.034,204,3.23,0.69,white
7.1,0.23,5.4,0.039,196,3.19,0.78,white
6.45,0.14,1.2,0.05,129,3.27,0.69,white
6.5,0.15,12.6,0.052,158,3.26,0.7,white
7.1,0.15,1,0.033,73,3.24,0.41,white
6.7,0.33,6.6,0.067,156,3.11,0.48,white
7.2,0.3,1.5,0.041,178,3.19,0.56,white
7,0.23,1,0.043,110,3.04,0.65,white
8,0.13,1.1,0.033,86,2.98,0.39,white
6.2,0.21,6.6,0.03,91,3.32,0.45,white
8.3,0.4,8.2,0.05,122,3.39,0.49,white
5.9,0.34,2,0.03,142,3.4,0.41,white
6.6,0.12,1.4,0.039,131,3.2,0.45,white
9.6,0.655,2,0.039,120,3,1,white
6.8,0.26,7.5,0.046,179,3.2,0.49,white
5.9,0.34,2,0.03,142,3.4,0.41,white
5.9,0.3,2,0.03,142,3.41,0.41,white
7,0.15,13.3,0.049,120,3.2,0.36,white
7.9,0.37,2.85,0.037,24,3.19,0.36,white
7.2,0.35,5.6,0.032,120,2.93,0.66,white
7.2,0.32,5.6,0.033,120,2.92,0.66,white
7.6,0.1,1,0.031,93,3.06,0.68,white
6.2,0.25,3.2,0.03,150,3.18,0.31,white
7.1,0.31,1,0.042,144,3.13,0.4,white
7.6,0.18,7.1,0.041,110,3.2,0.42,white
8,0.17,2.4,0.029,119,3.03,0.33,white
7.2,0.19,11.2,0.061,149,2.99,0.59,white
7.6,0.32,9.5,0.03,136,3.1,0.44,white
7.1,0.31,1,0.042,144,3.13,0.4,white
6.6,0.21,1.8,0.026,128,3.37,0.48,white
7,0.16,2.6,0.029,98,3.11,0.37,white
8,0.17,2.4,0.029,119,3.03,0.33,white
6.6,0.24,8,0.042,187,3.21,0.46,white
7.2,0.19,11.2,0.061,149,2.99,0.59,white
7.6,0.18,7.1,0.041,110,3.2,0.42,white
6.9,0.3,3.3,0.041,124,3.18,0.5,white
6.2,0.28,10.3,0.03,108,3.2,0.36,white
6.9,0.31,1.2,0.024,166,3.05,0.54,white
6.7,0.23,1.6,0.036,143,3.3,0.54,white
6.2,0.28,10.3,0.03,108,3.2,0.36,white
5.7,0.23,9.65,0.025,121,3.28,0.38,white
6.5,0.22,16.4,0.048,182,3.02,0.49,white
7,0.18,1.5,0.043,104,3.18,0.5,white
6.9,0.31,1.2,0.024,166,3.05,0.54,white
6.9,0.3,3.3,0.041,124,3.18,0.5,white
6.5,0.46,5,0.027,72,3.26,0.6,white
6.5,0.23,16.3,0.038,133,3.26,0.41,white
6.5,0.23,16.3,0.038,133,3.26,0.41,white
6.5,0.23,16.3,0.038,133,3.26,0.41,white
6.6,0.26,6.5,0.17,201,3.19,0.38,white
6.7,0.26,6.4,0.171,200,3.19,0.38,white
7.5,0.28,10.2,0.045,209,3.16,0.63,white
6.5,0.23,16.3,0.038,133,3.26,0.41,white
6.8,0.23,7.4,0.044,189,3.22,0.48,white
7.8,0.25,13.7,0.044,184,3.22,0.75,white
7.8,0.25,13.7,0.044,184,3.22,0.75,white
5.6,0.2,1.3,0.049,155,3.74,0.43,white
6.4,0.21,7.4,0.045,182,3.24,0.46,white
6.8,0.23,7.4,0.044,189,3.22,0.48,white
6.8,0.24,7.45,0.043,188,3.2,0.5,white
7.8,0.25,7.2,0.04,179,3.14,0.6,white
7.8,0.25,13.7,0.044,184,3.22,0.75,white
6.8,0.16,10.4,0.046,143,3.2,0.4,white
5.2,0.28,1.1,0.028,69,3.24,0.54,white
7.5,0.18,6.5,0.029,160,3.03,0.38,white
7.5,0.26,4.6,0.027,92,3.15,0.38,white
8.2,0.37,13.9,0.043,171,2.99,0.8,white
7.6,0.4,5.2,0.03,101,3.22,0.62,white
7.5,0.26,1.7,0.038,129,3.45,0.56,white
7.5,0.18,6.5,0.029,160,3.03,0.38,white
6.9,0.23,16.4,0.045,153,3.22,0.42,white
5.3,0.2,3.6,0.036,91,3.41,0.5,white
6.5,0.17,1.5,0.041,121,3.06,0.46,white
6.5,0.35,12.4,0.051,213,3.16,0.51,white
6.5,0.29,1.7,0.035,79,3.27,0.69,white
6.8,0.3,6.2,0.06,190,3.18,0.51,white
7.9,0.51,6.2,0.051,173,3.09,0.53,white
7.9,0.51,2.6,0.049,135,3.09,0.51,white
6.5,0.29,1.7,0.035,79,3.27,0.69,white
7.1,0.29,9.3,0.048,141,3.13,0.49,white
6.5,0.35,12.4,0.051,213,3.16,0.51,white
6.5,0.17,1.5,0.041,121,3.06,0.46,white
7.4,0.2,9.1,0.047,95,3.16,0.47,white
6.9,0.615,12,0.067,131,3.19,0.34,white
6.8,0.32,4.8,0.034,100,3.08,0.47,white
6.3,0.2,12.3,0.048,145,3.16,0.42,white
6.9,0.615,12,0.067,131,3.19,0.34,white
8,0.23,2.7,0.048,165,3.26,0.72,white
6.7,0.27,3.6,0.034,45,3.08,0.4,white
6.7,0.27,3.6,0.034,45,3.08,0.4,white
6.7,0.44,4.3,0.032,99,3.26,0.53,white
7,0.34,1.8,0.045,142,2.99,0.45,white
7.3,0.26,11.8,0.057,127,3.1,0.55,white
5.8,0.17,1.8,0.045,170,3.38,0.9,white
7.3,0.26,11.8,0.057,127,3.1,0.55,white
5.8,0.17,1.8,0.045,170,3.38,0.9,white
6.8,0.17,1.4,0.036,108,3.19,0.66,white
7.1,0.43,6.6,0.025,138,3.18,0.46,white
5.8,0.315,1.55,0.026,70,3.37,0.4,white
5.9,0.17,0.7,0.027,28,3.13,0.32,white
6.6,0.34,6.4,0.082,240,3.42,0.48,white
8.6,0.33,11.8,0.059,240,3.17,0.52,white
5.6,0.12,4.3,0.038,97,3.36,0.46,white
5.8,0.13,5.1,0.039,103,3.36,0.47,white
7.7,0.18,5.8,0.055,144,3.24,0.54,white
7.7,0.16,5.9,0.054,148,3.25,0.54,white
6,0.26,1.3,0.06,154,3.14,0.51,white
7.3,0.32,1.4,0.05,163,3.24,0.42,white
7.7,0.3,1.2,0.048,119,3.18,0.34,white
7.9,0.16,7.4,0.05,152,3.12,0.37,white
6.4,0.27,10.8,0.028,118,3.18,0.37,white
6.9,0.16,1.8,0.034,95,2.93,0.59,white
7.9,0.16,7.4,0.05,152,3.12,0.37,white
7.7,0.3,1.2,0.048,119,3.18,0.34,white
7.3,0.32,1.4,0.05,163,3.24,0.42,white
6.4,0.44,14.4,0.048,228,3.26,0.54,white
6.3,0.2,1.7,0.052,135,3.8,0.66,white
6.2,0.29,3.6,0.026,138,3.31,0.37,white
7.6,0.39,3.6,0.035,93,3.08,0.6,white
7,0.36,10.05,0.045,131,3.09,0.33,white
7,0.36,10.05,0.045,131,3.09,0.33,white
7,0.36,10.5,0.045,135,3.09,0.33,white
7.6,0.2,1.9,0.043,111,3.29,0.54,white
7.6,0.39,3.6,0.035,93,3.08,0.6,white
6.7,0.2,1.65,0.025,103,3.11,0.45,white
6.2,0.235,1.9,0.036,117,3.4,0.44,white
7.8,0.965,65.8,0.074,160,3.39,0.69,white
7.1,0.2,6.85,0.053,211,3.31,0.59,white
7.1,0.2,7.4,0.053,211,3.31,0.59,white
7.1,0.2,7.4,0.053,211,3.31,0.59,white
6.4,0.24,20.2,0.083,157,3.17,0.5,white
8,0.3,11,0.034,70,3.05,0.41,white
6.4,0.24,20.2,0.083,157,3.17,0.5,white
6.9,0.4,6.2,0.066,176,3.12,0.54,white
6.9,0.4,6.2,0.065,178,3.11,0.53,white
7.1,0.2,6.85,0.053,211,3.31,0.59,white
6.6,0.25,8,0.047,189,3.22,0.49,white
6.8,0.26,8.2,0.046,183,3.2,0.51,white
6.5,0.37,2.2,0.033,107,3.22,0.53,white
6.8,0.35,10.1,0.053,151,3.07,0.4,white
6.4,0.22,7.2,0.028,83,3.13,0.55,white
6.5,0.37,2.2,0.033,107,3.22,0.53,white
6.8,0.35,10.1,0.053,151,3.07,0.4,white
6.9,0.31,1.6,0.036,114,3.19,0.45,white
6.7,0.16,1.3,0.036,125,3.19,0.51,white
6.6,0.25,8,0.047,189,3.22,0.49,white
6.8,0.26,8.2,0.046,183,3.2,0.51,white
5.6,0.15,5.3,0.038,79,3.3,0.39,white
5.5,0.15,14,0.031,99,3.26,0.38,white
6.4,0.22,7.2,0.028,83,3.13,0.55,white
7.3,0.2,1.6,0.04,123,3.34,0.44,white
7.5,0.17,11.8,0.038,148,3.03,0.46,white
7.5,0.18,9.6,0.039,151,3.03,0.46,white
7,0.27,6.1,0.042,184,3.2,0.5,white
5.8,0.32,2.7,0.049,153,3.44,0.73,white
7.8,0.26,3.6,0.025,100,2.99,0.47,white
7.4,0.3,1.7,0.03,128,3.17,0.66,white
6.7,0.16,1.6,0.026,109,3.34,0.58,white
5.8,0.32,2.7,0.049,153,3.44,0.73,white
6.7,0.19,1,0.032,71,3.31,0.38,white
6.6,0.36,0.9,0.038,72,3.23,0.39,white
7.2,0.17,1.6,0.052,126,3.19,0.49,white
6.7,0.19,1,0.032,71,3.31,0.38,white
6,0.11,10.6,0.052,148,2.91,0.34,white
6,0.21,2,0.042,123,3.44,0.42,white
6.7,0.325,1.2,0.152,120,2.99,0.38,white
6.6,0.4,6.2,0.056,241,3.5,0.6,white
6.5,0.2,9.2,0.044,150,3.22,0.44,white
7.6,0.27,5,0.04,56,3.06,0.48,white
7.2,0.26,6.3,0.047,172,3.18,0.53,white
6.3,0.25,3.3,0.048,161,3.16,0.5,white
6.5,0.22,8,0.053,196,3.23,0.48,white
6.4,0.14,1.2,0.034,138,3.38,0.35,white
6.4,0.14,1.2,0.034,138,3.38,0.35,white
7.1,0.26,16.2,0.044,170,3.17,0.37,white
6.6,0.22,11.6,0.05,140,3.22,0.4,white
6.6,0.45,7.2,0.064,186,3.12,0.44,white
6.6,0.17,1.1,0.031,73,3.17,0.58,white
7.2,0.44,3.4,0.048,112,3.21,0.37,white
6.2,0.15,1.4,0.041,117,3.28,0.38,white
6.3,0.25,3.3,0.048,161,3.16,0.5,white
6.5,0.22,8,0.053,196,3.23,0.48,white
7.3,0.26,9.3,0.05,154,3.21,0.5,white
6.9,0.15,2.3,0.033,82,3.1,0.58,white
5.8,0.22,0.9,0.034,89,3.14,0.36,white
6.5,0.37,3.5,0.036,92,3.18,0.38,white
5.5,0.375,1.7,0.036,98,3.29,0.39,white
5.9,0.2,1.3,0.047,92,3.2,0.45,white
5.9,0.22,1.3,0.046,90,3.2,0.47,white
8,0.22,5.6,0.049,97,3.1,0.42,white
6.5,0.22,7.4,0.028,87,3.15,0.56,white
6.9,0.15,2.3,0.033,82,3.1,0.58,white
5.8,0.2,1,0.035,86,3.5,0.42,white
6.6,0.31,1.5,0.033,144,3.16,0.42,white
7.7,0.43,10,0.169,210,3.02,0.64,white
6.7,0.24,14.9,0.053,136,3.03,0.52,white
7.3,0.23,9.3,0.052,86,3.04,0.56,white
7.9,0.2,1,0.041,154,3.08,0.43,white
5.3,0.16,1,0.028,101,3.57,0.59,white
6.4,0.21,5.9,0.047,101,3.15,0.4,white
6.9,0.33,5,0.027,143,3.25,0.43,white
5.6,0.18,1.25,0.034,129,3.51,0.6,white
6.6,0.29,3.9,0.027,96,3.24,0.6,white
6.9,0.33,5,0.027,143,3.25,0.43,white
6.6,0.21,0.8,0.034,113,3.24,0.68,white
7.3,0.21,1,0.037,144,3.11,0.52,white
6.4,0.21,5.9,0.047,101,3.15,0.4,white
5.1,0.11,1.6,0.028,90,3.57,0.52,white
6.5,0.15,1.3,0.036,76,3.18,0.41,white
5.3,0.16,1,0.028,101,3.57,0.59,white
5.6,0.19,1.1,0.032,115,3.36,0.5,white
5.6,0.18,1.25,0.034,129,3.51,0.6,white
6.7,0.48,1.4,0.021,121,3.15,0.53,white
6.2,0.23,1.2,0.018,128,3.05,0.28,white
6,0.17,5,0.028,108,3.14,0.34,white
6.7,0.48,1.4,0.021,121,3.15,0.53,white
6.7,0.15,1.7,0.037,84,3.09,0.53,white
4.2,0.17,1.8,0.029,161,3.65,0.89,white
5.8,0.21,1.6,0.045,95,3.23,0.94,white
5.4,0.23,1.5,0.03,121,3.24,0.99,white
6.7,0.15,1.7,0.037,84,3.09,0.53,white
6.4,0.22,13.9,0.04,135,3.21,0.38,white
6.5,0.15,5.9,0.045,162,2.97,0.4,white
5.9,0.32,2.1,0.027,138,3.37,0.42,white
5.7,0.37,1.1,0.029,88,3.18,0.39,white
7.9,0.25,6.7,0.039,64,2.93,0.49,white
7.2,0.21,2.7,0.033,94,2.99,0.43,white
7,0.24,6.7,0.039,125,3.2,0.39,white
6.8,0.475,3.95,0.047,81,3.23,0.53,white
7,0.28,7.75,0.032,114,3.12,0.64,white
6.9,0.4,10.6,0.033,87,3.15,0.45,white
6.6,0.41,1.6,0.042,101,3.13,0.41,white
6.4,0.2,2.5,0.032,84,3.31,0.55,white
8.5,0.22,0.7,0.04,25,3.04,0.37,white
8.4,0.36,11.1,0.032,132,2.95,0.39,white
5.2,0.285,5.15,0.035,138,3.19,0.34,white
6.9,0.2,4.7,0.041,148,3.16,0.35,white
6.7,0.42,9.7,0.054,234,3.23,0.5,white
6.2,0.16,1.7,0.038,153,3.33,0.86,white
6.4,0.125,1.4,0.044,68,3.15,0.5,white
6.4,0.44,2,0.054,180,3.58,0.57,white
7,0.31,7.5,0.055,218,3.37,0.54,white
6.7,0.42,9.7,0.054,234,3.23,0.5,white
8.6,0.18,0.8,0.032,78,2.99,0.38,white
6.2,0.21,13.1,0.05,150,3.31,0.46,white
6.1,0.16,1.1,0.031,97,3.4,0.58,white
6.5,0.22,2.2,0.028,92,3.27,0.59,white
6.2,0.36,8.9,0.036,155,3.27,0.5,white
5.7,0.21,1.1,0.035,81,3.31,0.52,white
6.4,0.25,0.9,0.034,114,3.31,0.58,white
7.6,0.31,1.7,0.073,157,3.1,0.46,white
6.6,0.26,6.9,0.047,183,3.2,0.45,white
5.7,0.21,1.1,0.035,81,3.31,0.52,white
6.2,0.2,1,0.031,73,3.24,0.52,white
6.2,0.18,1,0.031,73,3.23,0.52,white
6.1,0.37,7.6,0.031,170,3.22,0.48,white
6.2,0.36,8.9,0.036,155,3.27,0.5,white
6.5,0.22,2.2,0.028,92,3.27,0.59,white
7.7,0.18,1.2,0.046,199,3.03,0.38,white
6.9,0.14,1,0.041,81,3.03,0.54,white
6.9,0.14,1,0.041,81,3.03,0.54,white
6,0.44,3.1,0.053,128,3.22,0.39,white
7.1,0.36,1.95,0.033,118,3.2,0.45,white
5.7,0.28,2.2,0.019,65,3.06,0.52,white
6.4,0.16,8.75,0.038,118,3.19,0.41,white
7.4,0.28,11.9,0.032,92,3.01,0.46,white
6.7,0.39,2.7,0.054,202,3.46,0.57,white
6.5,0.44,5.45,0.014,137,3.13,0.32,white
6.9,0.22,6.3,0.029,131,3.08,0.49,white
6.6,0.22,14.4,0.046,118,3.05,0.5,white
7.7,0.25,7.8,0.038,196,3.1,0.5,white
5.2,0.155,1.6,0.028,59,3.3,0.84,white
7,0.31,9.1,0.036,140,2.98,0.31,white
7,0.31,9.1,0.036,140,2.98,0.31,white
6.6,0.22,14.4,0.046,118,3.05,0.5,white
5.6,0.21,1.3,0.041,147,3.22,0.95,white
5.2,0.155,1.6,0.028,59,3.3,0.84,white
6.4,0.25,11.3,0.038,192,3.14,0.5,white
6.9,0.22,6.3,0.029,131,3.08,0.49,white
5.3,0.21,0.7,0.028,66,3.3,0.4,white
7.1,0.27,1.25,0.023,89,2.95,0.3,white
5.2,0.17,0.7,0.03,68,3.3,0.41,white
7.7,0.25,7.8,0.038,196,3.1,0.5,white
7,0.12,10.3,0.039,98,3.19,0.38,white
7,0.12,10.3,0.039,98,3.19,0.38,white
7.1,0.29,7.8,0.036,128,3.21,0.4,white
7.2,0.3,8.7,0.022,111,3.11,0.61,white
6.8,0.26,8.3,0.037,173,3.17,0.47,white
7,0.12,10.3,0.039,98,3.19,0.38,white
7.1,0.29,7.8,0.036,128,3.21,0.4,white
4.9,0.33,1.2,0.016,150,3.33,0.59,white
5.1,0.29,8.3,0.026,107,3.36,0.37,white
5.1,0.29,8.3,0.026,107,3.36,0.37,white
6.8,0.26,6.2,0.049,182,3.21,0.45,white
6,0.28,5,0.078,139,3.1,0.36,white
6,0.28,1.8,0.042,108,3.08,0.55,white
7.2,0.2,1.6,0.044,101,3.37,0.53,white
6.1,0.27,1.8,0.041,109,3.08,0.54,white
6,0.28,1.8,0.042,108,3.08,0.55,white
